2-2-2025,6.6,6.0,6.5,5.7,7.3,7.1,6.6,6.2,5.6,3.6,4.2,4.8,6.3,5.5
2-3-2025,6.2,6.6,5.8,6.1,8.2,8.5,7.3,5.8,6.4,6.3,8.5,10.9,10.7,11.3
2-4-2025,6.5,5.8,5.5,4.8,6.9,8.3,7.5,8.4,8.6,7.7,6.4,8.5,8.8,9.5
2-5-2025,5.8,4.4,5.2,4.9,6.6,8.4,8.2,8.6,8.4,8.4,7.2,11.3,10.4,10.3
2-6-2025,4.8,6.5,7.2,9.8,8.7,10.0,10.4,10.2,9.8,8.6,7.4,6.0,6.9,8.0
2-7-2025,6.4,7.2,9.0,8.1,9.5,10.0,10.0,11.9,10.0,10.8,11.0,11.9,11.8,11.5
2-8-2025,8.2,8.9,9.8,9.2,10.5,10.8,11.4,12.6,13.1,13.0,11.2,10.9,10.7,9.3
2-9-2025,8.9,9.3,9.8,6.9,8.6,10.9,9.1,7.9,9.1,7.5,8.7,7.2,6.6,0.6
2-10-2025,9.7,9.9,8.5,9.0,9.5,10.5,9.3,8.7,8.5,9.3,9.5,10.7,11.6,8.3
2-11-2025,10.1,8.3,8.9,9.5,11.5,12.0,11.3,12.2,12.2,12.1,11.6,12.3,12.9,13.7
2-12-2025,8.1,8.8,9.6,9.5,10.5,12.8,12.9,11.5,10.9,8.6,7.1,8.3,9.9,10.4
2-13-2025,9.3,9.4,11.2,11.2,11.1,13.2,14.1,13.5,11.1,12.2,11.9,12.5,11.3,10.6
2-14-2025,10.8,10.7,11.5,11.9,13.5,13.2,9.6,9.0,10.8,11.5,9.0,5.9,7.0,7.1
2-15-2025,10.2,11.3,12.0,12.2,13.2,12.2,10.9,10.4,9.5,9.9,8.6,6.4,8.8,9.2
2-16-2025,10.3,11.5,12.2,11.5,11.8,9.2,10.9,11.6,10.1,7.4,7.0,7.3,8.5,10.0
2-17-2025,11.1,11.4,10.6,11.3,10.5,10.8,12.3,12.0,8.9,7.3,9.3,8.1,4.1,5.9
