2-1-2025,5.7,,,,,,,,,,,,,,
2-2-2025,5.3,,,,,,,,,,,,,,
2-3-2025,6.8,6.6,,,,,,,,,,,,,
2-4-2025,6.0,6.2,6.0,,,,,,,,,,,,
2-5-2025,6.3,6.5,6.6,6.5,,,,,,,,,,,
2-6-2025,5.8,5.8,5.8,5.8,5.7,,,,,,,,,,
2-8-2025,6.3,6.4,6.5,5.2,4.8,8.2,7.1,,,,,,,,
2-8-2025,6.4,6.4,6.5,5.2,4.8,8.2,7.1,,,,,,,,
2-9-2025,6.6,8.2,7.2,7.2,4.9,6.9,8.5,6.6,,,,,,,
2-10-2025,9.2,8.9,8.9,9.0,9.8,6.6,8.3,7.3,6.2,,,,,,
2-11-2025,8.8,9.7,9.3,9.8,8.1,8.7,8.4,7.5,5.8,5.6,,,,,
2-12-2025,9.1,10.1,9.9,9.8,9.2,9.5,10.0,8.2,8.4,6.4,3.6,,,,
2-13-2025,8.9,9.3,8.8,8.9,9.0,8.6,10.8,10.0,10.2,8.4,7.7,8.5,4.8,,
2-14-2025,9.2,10.8,9.4,9.6,9.5,9.5,10.9,11.4,11.9,9.8,8.4,6.4,10.9,6.3,
2-15-2025,9.2,10.8,9.4,9.6,9.5,9.5,10.9,11.4,11.9,9.8,8.4,6.4,10.9,6.3,
2-16-2025,10.5,10.2,10.7,11.2,9.5,11.5,10.5,9.1,12.6,10.0,8.6,7.2,8.5,10.7,5.5
